,Ano_sem,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual,ena_bruta_regiao_mwmed,ena_bruta_regiao_percentualmlt,ena_armazenavel_regiao_mwmed,ena_armazenavel_regiao_percentualmlt,NORDESTE
99,2003_28,49967.0,22035.0,44.10000065571428,2864.1428571428573,73.81428527857143,2837.428571428572,73.12428610857143,10.84
100,2003_29,49967.0,21429.85714285714,42.88714272714286,2586.428571428572,66.65714264,2559.1428571428573,65.95428466857143,9.04
101,2003_3,49967.0,11721.714285714286,23.457142965714286,10834.0,81.60857173428572,10834.0,81.60857173428572,4.25
102,2003_30,49967.0,20856.714285714286,41.74000004285715,2458.0,63.34571402428571,2430.428571428572,62.63714272571429,9.08
103,2003_31,49967.0,20188.85714285714,40.40428597571429,2418.5714285714284,66.22857229714286,2390.5714285714284,65.46142905,13.12
104,2003_32,49967.0,19556.714285714286,39.13999939,2380.714285714286,70.35571398,2352.714285714286,69.52857099,14.31
105,2003_33,49967.0,18878.85714285714,37.78142874571428,2266.714285714286,66.98714337857143,2239.285714285714,66.17571476571429,13.64
106,2003_34,49967.0,18161.14285714286,36.34714235285715,2107.428571428572,62.27999877857143,2079.428571428572,61.45428575571429,12.93
107,2003_35,49967.0,17469.571428571428,34.964285167142855,2044.7142857142856,60.42571422142857,2017.7142857142856,59.630001068571424,13.77
108,2003_36,49967.0,16693.428571428572,33.40857097,2045.2857142857144,67.41571480857144,2018.4285714285716,66.53142874571428,14.3
109,2003_37,49967.0,15998.142857142857,32.01857158285714,2157.428571428572,71.11285727428572,2129.5714285714284,70.19571467857143,13.62
110,2003_38,49967.0,15208.714285714286,30.437142781428573,2117.428571428572,69.79285866857143,2092.1428571428573,68.96000017571428,16.95
111,2003_39,49967.0,14399.714285714286,28.821428298571423,1887.571428571429,62.22000013142857,1863.7142857142856,61.43142918142858,20.02
112,2003_4,49967.0,13703.0,27.42428589,14143.0,106.53714207142856,14143.0,106.53714207142856,4.0
113,2003_40,49967.0,13452.142857142857,26.92428589,1686.571428571429,52.34142902714286,1660.571428571429,51.53285707714286,21.13
114,2003_41,49967.0,12487.142857142857,24.990000042857144,1522.571428571429,45.99428558285714,1496.0,45.19000026428571,20.05
115,2003_42,49967.0,11423.0,22.861428668571428,1430.7142857142858,43.21857125428572,1402.7142857142858,42.37285723,17.32
116,2003_43,49967.0,10521.142857142857,21.05714253,1447.142857142857,43.71428571571429,1419.571428571429,42.88142885714286,20.95
117,2003_44,49967.0,9743.714285714286,19.49999972571429,1639.428571428571,43.79142815714285,1611.857142857143,43.051428387142856,20.5
118,2003_45,49967.0,9023.285714285714,18.05999974,1861.142857142857,34.615714208571426,1833.0,34.09285681714285,23.2
119,2003_46,49967.0,8327.714285714286,16.66714286857143,2329.1428571428573,43.31857081714286,2329.1428571428573,43.31857081714286,26.7
120,2003_47,49967.0,7683.857142857143,15.379999975714286,3067.1428571428573,57.044287,3061.5714285714284,56.941429137142855,29.19
121,2003_48,49967.0,7083.428571428572,14.17571422,2805.714285714286,52.18285751428572,2784.714285714286,51.79428591,21.95
122,2003_49,49967.0,6766.571428571428,13.542857032857142,2848.5714285714284,28.76857131,2824.5714285714284,28.527143205714285,82.72
123,2003_5,49967.0,16159.714285714286,32.33999988142857,15685.857142857143,116.2300000857143,15685.857142857143,116.2300000857143,4.0
124,2003_50,49967.0,6822.571428571428,13.655714305714286,4114.142857142857,41.549999237142856,4098.571428571428,41.39285659571429,16.95
125,2003_51,49967.0,6725.428571428572,13.458571705714286,5953.571428571428,60.12571443857143,5953.571428571428,60.12571443857143,18.45
126,2003_52,49967.0,6823.0,13.658571517142857,5697.142857142857,57.53714316142857,5697.142857142857,57.53714316142857,58.24
127,2003_6,49967.0,18615.85714285714,37.257142202857146,16011.0,113.79571424,16011.0,113.79571424,4.0
128,2003_7,49967.0,20278.285714285717,40.58285685857143,14224.714285714286,101.09571402285714,14224.714285714286,101.09571402285714,4.0
129,2003_8,49967.0,21436.42857142857,42.90142822142857,10858.857142857143,77.17428698,10858.857142857143,77.17428698,4.0
130,2003_9,49967.0,21992.85714285714,44.01571437142858,8534.285714285714,60.62142780571429,8534.285714285714,60.62142780571429,4.0
131,2004_1,49967.0,6945.25,13.8999998575,4650.0,34.02999973,4639.75,33.9524993875,412.83
132,2004_10,49967.0,29327.85714285714,58.6942858,19382.571428571428,136.37285723,19053.85714285714,134.05856759428573,18.59
133,2004_11,49967.0,32809.28571428572,65.66428538714285,19686.85714285714,138.51142883285715,19617.85714285714,138.02857317142858,18.59
134,2004_12,49967.0,36489.28571428572,73.02428654285714,21127.14285714286,148.64428710857143,21063.0,148.19428580142858,18.59
135,2004_13,49967.0,39667.71428571428,79.38999938714286,20856.42857142857,146.74000113285717,19761.285714285717,139.03571428571428,18.59
136,2004_14,49967.0,41847.71428571428,83.75142887571428,18566.571428571428,147.18714686571428,18482.42857142857,146.57571846857144,18.59
137,2004_15,49967.0,43992.71428571428,88.04571424142857,17150.85714285714,147.8142831,17062.428571428572,147.05142647999998,18.59
138,2004_16,49967.0,46191.57142857143,92.44428580142858,15660.0,134.96571677,15082.714285714286,129.9885733442857,18.59
139,2004_17,49967.0,47466.71428571428,94.99571554857144,14057.57142857143,121.15571376142856,14043.857142857143,121.03714207142856,18.59
140,2004_18,49967.0,48626.71428571428,97.31714303,14839.285714285714,151.18428911285716,11245.57142857143,112.68428802285716,18.59
141,2004_19,49967.0,48655.142857142855,97.37571498428572,11802.0,167.88285609714285,8557.714285714286,121.73142787285714,18.59
142,2004_2,49967.0,7246.714285714285,14.504285811428572,5253.714285714285,38.447142465714286,5253.714285714285,38.447142465714286,299.73
143,2004_20,49967.0,48655.857142857145,97.37714277142857,9187.0,130.6871425085714,8152.0,115.96285683714288,18.59
144,2004_21,49967.0,48606.28571428572,97.27714211571428,6928.428571428572,98.55714307428572,6922.142857142857,98.46714346714283,18.59
145,2004_22,49967.0,48537.0,97.13714272428572,5770.285714285715,82.08142961857142,5770.285714285715,82.08142961857142,18.59
146,2004_23,49967.0,48386.42857142857,96.83571406714285,5123.714285714285,104.57428523714285,5123.714285714285,104.57428523714285,18.59
147,2004_24,49967.0,48242.857142857145,96.54857308714286,4617.285714285715,99.46714237714286,4617.285714285715,99.46714237714286,18.59
148,2004_25,50314.142857142855,48383.42857142857,96.16285705571428,4379.142857142857,94.33428519285714,4379.142857142857,94.33428519285714,18.59
149,2004_26,50453.0,48284.42857142857,95.70142909571427,4099.142857142857,88.30285862571428,4099.142857142857,88.30285862571428,18.59
150,2004_27,50453.0,47899.28571428572,94.93857247571428,4065.285714285714,98.31857190857144,4065.285714285714,98.31857190857144,18.59
151,2004_28,50453.0,47373.57142857143,93.89714268142858,4051.142857142857,106.06000082857145,4051.142857142857,106.06000082857145,18.59
152,2004_29,50453.0,46944.857142857145,93.04714203,3927.0,102.81000082857145,3927.0,102.81000082857145,18.59
153,2004_3,49967.0,9123.714285714286,18.259999957142856,10351.57142857143,75.75571496142857,10118.285714285714,74.04857253857143,315.21
154,2004_30,50453.0,46349.42857142857,91.86714281285715,3830.285714285714,100.27714320714286,3786.0,99.11714281428571,18.59
155,2004_31,50453.0,45786.0,90.74857112285714,3512.5714285714284,93.83142961714286,3512.5714285714284,93.83142961714286,18.59
156,2004_32,50453.0,45032.0,89.25428444857143,3307.285714285714,99.18714359857142,3307.285714285714,99.18714359857142,18.59
157,2004_33,50453.0,44070.42857142857,87.34857286857142,3060.428571428572,91.78285653142858,3057.1428571428573,91.68428584428572,18.59
158,2004_34,50453.0,43371.42857142857,85.96428680428572,2890.1428571428573,86.67428479714286,2873.285714285714,86.16857147142856,18.59
159,2004_35,50453.0,42656.857142857145,84.54857199428571,2841.285714285714,85.20857347857142,2817.8571428571427,84.50571332714286,18.59
160,2004_36,50453.0,41491.857142857145,82.23857116857143,2788.0,90.59714290142855,2763.5714285714284,89.8057142,18.59
161,2004_37,50453.0,40359.42857142857,79.99428667428572,2836.285714285714,94.89285605,2812.8571428571427,94.11142839571428,18.59
162,2004_38,50453.0,39296.857142857145,77.88714272571428,2694.8571428571427,90.16142817857144,2677.285714285714,89.57428523428572,18.59
163,2004_39,50453.0,38175.28571428572,75.66428484142857,2610.714285714286,87.34571184428572,2586.0,86.51857103571429,18.59
164,2004_4,49967.0,11997.285714285714,24.010000502857142,17664.285714285714,129.2728576657143,17290.428571428572,126.5357131942857,255.33
165,2004_40,50453.0,37039.42857142857,73.41285596428573,2518.714285714286,81.29000091571427,2498.714285714286,80.64285714142856,18.59
166,2004_41,50453.0,36155.71428571428,71.66285705571428,2739.0,84.04285757857143,2710.714285714286,83.17428588857142,18.59
167,2004_42,50453.0,34903.857142857145,69.18142918142857,2788.1428571428573,85.54999978142857,2759.285714285714,84.66428593285715,18.59
168,2004_43,50453.0,33666.0,66.72714342285714,2626.714285714286,80.59857177857143,2598.0,79.71714346857142,18.59
169,2004_44,50453.0,32709.14285714286,64.83285794999999,2745.714285714286,84.25000109,2716.8571428571427,83.36428724142857,18.59
170,2004_45,50453.0,31678.714285714286,62.79000037,2866.714285714286,54.144284930000005,2861.714285714286,54.04857090714285,18.59
171,2004_46,50453.0,30705.571428571428,60.86142839714286,3165.5714285714284,59.78714261857142,3157.1428571428573,59.62999943285714,18.59
172,2004_47,50453.0,29840.285714285717,59.14428602142857,2864.0,54.09428623714286,2842.714285714286,53.68857193142857,18.59
173,2004_48,50453.0,29057.14285714286,57.59428623857143,3485.0,65.82142857,3481.8571428571427,65.76285716285714,18.59
174,2004_49,50453.0,28350.571428571428,56.19142805,3788.571428571429,47.45857129857143,3788.571428571429,47.45857129857143,18.59
175,2004_5,49967.0,16019.714285714286,32.06000001,28610.0,207.69285583571428,22756.714285714286,165.53856986,18.59
176,2004_50,50453.0,27774.714285714286,55.05142865857143,3776.857142857143,38.520000458571424,3776.857142857143,38.520000458571424,18.59
177,2004_51,50626.71428571428,27946.714285714286,55.19999967285714,5358.428571428572,54.03714316285714,5358.428571428572,54.03714316285714,18.59
178,2004_52,50757.0,28344.285714285717,55.84142902999999,5713.142857142857,57.21571404428572,5713.142857142857,57.21571404428572,18.59
179,2004_6,49967.0,18274.571428571428,36.57142802714286,26446.42857142857,183.96714128857144,17001.714285714286,118.26571328428572,18.59
180,2004_7,49967.0,20177.714285714286,40.38142776428572,18473.714285714286,128.50571441714283,15105.0,105.07285635857144,18.59
181,2004_8,49967.0,22509.714285714286,45.04857090571428,14469.57142857143,100.65428488571428,13895.857142857143,96.6628581442857,18.59
182,2004_9,49967.0,25703.85714285714,51.44000026285715,16390.14285714286,114.01285770857145,16081.42857142857,111.86428615,18.59
183,2005_1,50757.0,31325.85714285714,61.71999958571429,12492.142857142857,90.44714355428572,12492.142857142857,90.44714355428572,18.33
184,2005_10,50757.0,43553.142857142855,85.80714307714285,11542.285714285714,80.40857042571429,10214.57142857143,71.16000039285714,18.33
185,2005_11,50757.0,44333.0,87.34285845285714,13428.857142857143,93.55142974857142,10746.57142857143,74.86571502571428,18.33
186,2005_12,50757.0,45386.57142857143,89.41857147142856,16622.0,115.79714311857144,12646.285714285714,88.09857286857142,18.33
187,2005_13,50757.0,46830.57142857143,92.26285771,18440.85714285714,140.74714442571428,14489.42857142857,110.45571354428571,18.33
188,2005_14,50757.0,48040.857142857145,94.64714268285717,16287.857142857143,138.95285470285714,14938.57142857143,127.4428569242857,18.33
189,2005_15,50757.0,49509.28571428572,97.54142761142856,13487.857142857143,115.06714303142856,13485.0,115.04285757857144,18.33
190,2005_16,50757.0,49708.71428571428,97.93428584285714,9060.0,77.28999873714285,8372.714285714286,71.42857197428572,18.33
191,2005_17,50757.0,49749.0,98.01285662,7702.142857142857,71.88857269428571,7656.142857142857,71.48714229,18.33
192,2005_18,50757.0,49945.71428571428,98.40000043428572,9007.57142857143,126.82714298857142,7322.571428571428,103.10142844142857,18.33
193,2005_19,50757.0,49686.42857142857,97.89142826571428,7071.714285714285,99.56999969428573,6573.0,92.54857090428573,18.33
194,2005_2,50757.0,32806.57142857143,64.63285609714286,11642.714285714286,84.29999978142857,11641.714285714286,84.29285757857143,18.33
195,2005_20,50757.0,49408.71428571428,97.34428623857144,6031.285714285715,84.91857038142858,6011.142857142857,84.63714272714286,18.33
196,2005_21,50757.0,49033.57142857143,96.60571507142858,5111.0,71.96285901857142,5086.857142857143,71.62428392714286,18.33
197,2005_22,50757.0,48701.57142857143,95.94999912714286,4786.285714285715,91.94714246571428,4781.142857142857,91.84857068714288,18.33
198,2005_23,50757.0,48457.28571428572,95.46857125285716,5040.571428571428,107.44142696,5037.714285714285,107.37999943428572,18.33
199,2005_24,50757.0,48053.42857142857,94.67428697857144,4354.714285714285,92.81857081857144,4353.714285714285,92.79857090428573,18.33
200,2005_25,50757.0,47381.42857142857,93.35000065428572,3941.428571428572,84.01142665285714,3941.428571428572,84.01142665285714,18.33
201,2005_26,50757.0,46628.42857142857,91.8657139357143,3937.0,91.48000117714284,3930.714285714286,91.31857299857144,18.33
202,2005_27,50757.0,45877.28571428572,90.38714272714286,3715.571428571429,96.02142879,3694.142857142857,95.46857016285716,18.33
203,2005_28,50757.0,45114.142857142855,88.88285718571429,3558.285714285714,91.95714351142858,3537.5714285714284,91.42142922571428,18.33
204,2005_29,50757.0,44314.142857142855,87.30714198428572,3437.714285714286,88.84142957428571,3418.285714285714,88.33857400142857,18.33
205,2005_3,50757.0,34003.0,66.99285670714286,11720.714285714286,84.86285727428572,11720.714285714286,84.86285727428572,18.33
206,2005_30,50757.0,43472.0,85.64714159142856,3452.714285714286,89.22714342285714,3436.0,88.79571424285714,18.33
207,2005_31,50757.0,42825.71428571428,84.37285723142857,3118.1428571428573,92.40428488571428,3102.1428571428573,91.93000030571427,18.33
208,2005_32,50757.0,41784.28571428572,82.31999969285714,2941.8571428571427,87.18000030428571,2918.714285714286,86.49428558285715,18.33
209,2005_33,50757.0,40879.42857142857,80.53714316142857,2956.1428571428573,87.60000065571428,2930.714285714286,86.84714398999999,18.33
210,2005_34,50757.0,39916.57142857143,78.6414293557143,2935.1428571428573,86.98142678285714,2914.1428571428573,86.35857064285713,19.41
211,2005_35,50757.0,38981.857142857145,76.80142757,2868.0,90.72428676,2848.1428571428573,90.10285731714283,18.33
212,2005_36,50757.0,37913.71428571428,74.69571358857142,2888.1428571428573,95.75285557285714,2870.0,95.14999934571428,18.33
213,2005_37,50757.0,36655.142857142855,72.21857125571428,2959.285714285714,98.10999952,2930.714285714286,97.16428484285714,18.33
214,2005_38,50757.0,35718.71428571428,70.37285832,2997.428571428572,99.37571389428572,2968.5714285714284,98.41999925714286,18.33
215,2005_39,50757.0,34553.857142857145,68.07857077428572,2822.5714285714284,91.27857099428572,2794.0,90.35285622571428,18.33
216,2005_4,50757.0,35300.142857142855,69.54714311857143,11888.142857142857,86.07571520285714,11888.142857142857,86.07571520285714,18.33
217,2005_40,50757.0,33268.857142857145,65.54428427428572,3067.428571428572,93.19428471142858,3039.0,92.32714408,18.33
218,2005_41,50757.0,32046.0,63.13714272714286,2936.8571428571427,89.22428676142856,2909.1428571428573,88.38142830857143,18.33
219,2005_42,50757.0,30859.714285714286,60.80142920428572,2585.1428571428573,78.5357131942857,2556.5714285714284,77.66857147428571,19.5
